hotel,count,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,0,93,2017,July,28,12,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient-Party,130.5,0,0,Check-Out,2017/7/14
City Hotel,1,0,141,2017,August,33,17,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,2017/8/24
City Hotel,1,0,55,2016,April,17,22,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,130.05,0,2,Check-Out,2016/4/26
City Hotel,1,1,295,2015,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/6
City Hotel,1,0,58,2015,October,41,9,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2015/10/11
City Hotel,1,0,12,2017,January,5,30,1,3,3,0.0,0,BB,CRI,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,125.8,0,3,Check-Out,2017/2/3
City Hotel,1,1,163,2016,June,26,25,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016/2/9
City Hotel,1,0,32,2017,January,4,27,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.5,0,1,Check-Out,2017/1/29
City Hotel,1,0,291,2016,December,53,28,2,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,80.75,0,2,Check-Out,2017/1/3
City Hotel,1,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016/4/4
City Hotel,1,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,0,0,2016,August,34,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,125.0,0,0,Check-Out,2016/8/21
City Hotel,1,1,344,2016,June,25,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,53,2016,September,39,20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,115.04,0,1,Check-Out,2016/9/23
City Hotel,1,0,10,2017,January,4,22,2,1,1,0.0,0,BB,TUR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,,0,Transient-Party,65.0,0,0,Check-Out,2017/1/25
City Hotel,1,1,45,2016,November,47,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,82.44,0,2,Canceled,2016/10/27
City Hotel,1,1,18,2017,January,2,14,1,1,3,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.5,0,1,Canceled,2016/12/30
City Hotel,1,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016/1/18
City Hotel,1,0,9,2017,February,9,28,0,1,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,153.0,0,0,Check-Out,2017/3/1
City Hotel,1,0,6,2017,August,34,24,0,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,179.0,0,0,Check-Out,2017/8/27
City Hotel,1,0,191,2016,July,29,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.95,1,1,Check-Out,2016/7/23
City Hotel,1,1,298,2017,April,15,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Canceled,2017/4/3
City Hotel,1,0,58,2017,August,33,15,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,2017/8/16
City Hotel,1,0,50,2016,January,3,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,43,Transient,52.0,0,1,Check-Out,2016/1/17
City Hotel,1,1,78,2017,May,21,27,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,220.5,0,0,Canceled,2017/3/24
City Hotel,1,1,351,2016,June,26,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,170,2016,August,33,10,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,72.25,0,0,Check-Out,2016/8/17
City Hotel,1,0,238,2016,June,25,18,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,96.48,0,2,Check-Out,2016/6/19
City Hotel,1,0,133,2016,October,44,23,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,108.38,0,1,Check-Out,2016/10/27
City Hotel,1,0,68,2016,December,50,10,2,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0,Check-Out,2016/12/13
City Hotel,1,1,25,2017,May,20,20,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017/4/25
City Hotel,1,0,35,2016,April,17,18,1,1,3,0.0,0,BB,THA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.7,0,2,Check-Out,2016/4/20
City Hotel,1,1,12,2016,January,4,19,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,19.0,,0,Transient-Party,72.0,0,0,Canceled,2016/1/18
City Hotel,1,0,5,2016,May,22,24,0,2,2,0.0,0,BB,ARG,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,78.0,0,Transient-Party,110.0,0,1,Check-Out,2016/5/26
City Hotel,1,1,7,2016,November,47,17,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.63,0,2,Canceled,2016/11/11
City Hotel,1,1,100,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,108.0,0,0,Canceled,2015/9/28
City Hotel,1,0,23,2017,May,21,21,2,2,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,130.5,0,0,Check-Out,2017/5/25
City Hotel,1,1,104,2017,May,20,15,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,170.0,0,0,Canceled,2017/1/31
City Hotel,1,1,223,2016,June,25,14,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133.0,,40,Transient,135.0,0,0,Canceled,2015/12/14
City Hotel,1,1,359,2015,October,42,11,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015/1/30
City Hotel,1,0,55,2016,May,20,13,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,2,Check-Out,2016/5/16
City Hotel,1,0,0,2016,December,53,26,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12.0,0,0,Check-Out,2016/12/27
City Hotel,1,1,104,2015,December,49,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,55.0,,0,Transient,75.0,0,0,Canceled,2015/9/7
City Hotel,1,0,23,2016,January,1,2,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,26.0,,0,Transient-Party,79.0,0,0,Check-Out,2016/1/5
City Hotel,1,0,36,2017,March,13,26,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.94,0,0,Check-Out,2017/3/31
City Hotel,1,0,229,2017,July,27,6,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Check-Out,2017/7/9
City Hotel,1,0,15,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016/2/20
City Hotel,1,1,175,2017,March,11,17,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2017/2/23
City Hotel,1,1,295,2015,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/6
City Hotel,1,1,105,2016,July,28,4,1,4,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.25,0,0,Canceled,2016/4/7
City Hotel,1,1,6,2015,October,41,10,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,3.0,,0,Transient,65.0,0,0,Canceled,2015/10/4
City Hotel,1,0,14,2016,November,46,6,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,117.3,0,0,Check-Out,2016/11/10
City Hotel,1,0,12,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,85.67,0,0,Check-Out,2015/10/28
City Hotel,1,0,195,2016,August,34,17,2,5,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,112.2,0,2,Check-Out,2016/8/24
City Hotel,1,1,216,2015,October,43,19,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,12.0,0,0,Canceled,2015/9/11
City Hotel,1,0,13,2016,August,33,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,139.0,0,1,Check-Out,2016/8/12
City Hotel,1,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,0,129,2016,August,34,16,0,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,124.2,0,2,Check-Out,2016/8/21
City Hotel,1,0,116,2017,March,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient-Party,90.0,0,0,Check-Out,2017/3/26
City Hotel,1,1,239,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015/8/17
City Hotel,1,1,120,2017,June,26,30,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Canceled,2017/4/4
City Hotel,1,0,141,2017,August,34,23,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,2,Check-Out,2017/8/25
City Hotel,1,1,2,2017,August,34,24,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,140.0,0,1,No-Show,2017/8/24
City Hotel,1,1,322,2016,May,21,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,120,Transient,80.0,0,0,Canceled,2016/2/10
City Hotel,1,0,245,2017,June,26,29,2,5,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.93,0,1,Check-Out,2017/7/6
City Hotel,1,1,333,2016,September,39,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,58.0,,19,Transient,90.0,0,0,Canceled,2015/11/11
City Hotel,1,0,4,2017,March,13,27,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,1,0,1,A,A,0,No Deposit,37.0,,0,Group,85.0,0,0,Check-Out,2017/3/29
City Hotel,1,0,66,2017,February,5,4,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.28,0,1,Check-Out,2017/2/6
City Hotel,1,0,2,2017,August,31,3,0,1,2,1.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,10,No Deposit,509.0,,0,Transient-Party,216.5,0,1,Check-Out,2017/8/4
City Hotel,1,0,196,2016,August,32,1,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173.0,,0,Transient-Party,72.25,0,0,Check-Out,2016/8/8
City Hotel,1,1,124,2016,May,23,31,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,198.9,0,0,Canceled,2016/2/7
City Hotel,1,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017/7/6
City Hotel,1,0,1,2017,March,11,16,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,0,Transient,65.0,0,0,Check-Out,2017/3/19
City Hotel,1,0,60,2016,March,12,17,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.61,0,1,Check-Out,2016/3/21
City Hotel,1,1,281,2016,October,40,1,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,174,Transient-Party,96.0,0,0,Canceled,2016/9/20
City Hotel,1,0,6,2016,January,3,12,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,69.5,0,2,Check-Out,2016/1/14
City Hotel,1,0,140,2017,February,6,6,1,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,94.8,0,1,Check-Out,2017/2/12
City Hotel,1,0,86,2016,May,21,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,1,Check-Out,2016/5/23
City Hotel,1,0,64,2016,November,47,18,1,2,3,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2016/11/21
City Hotel,1,1,21,2016,February,6,6,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,0,Canceled,2016/1/25
City Hotel,1,0,113,2017,June,26,26,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,8.0,,0,Transient,135.0,0,0,Check-Out,2017/6/28
City Hotel,1,0,13,2016,February,8,16,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Check-Out,2016/2/17
City Hotel,1,0,9,2015,September,37,11,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,128.5,0,2,Check-Out,2015/9/13
City Hotel,1,0,3,2016,October,41,7,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,215.6,0,1,Check-Out,2016/10/11
City Hotel,1,1,302,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,70,Transient,100.0,0,0,Canceled,2016/1/28
City Hotel,1,0,36,2016,July,30,20,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,2,Check-Out,2016/7/22
City Hotel,1,1,269,2015,July,29,13,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,1,0,2016,May,22,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,161.0,0,0,Canceled,2016/5/26
City Hotel,1,0,6,2015,December,51,17,0,2,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.0,0,0,Check-Out,2015/12/19
City Hotel,1,1,260,2016,September,39,22,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,113.4,0,0,Canceled,2016/1/26
City Hotel,1,0,0,2015,August,35,25,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,106.0,0,0,Check-Out,2015/8/26
City Hotel,1,0,70,2017,June,24,13,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,100.8,0,2,Check-Out,2017/6/14
City Hotel,1,0,85,2016,October,41,6,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1,Check-Out,2016/10/10
City Hotel,1,1,101,2016,December,52,21,2,5,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.0,0,2,Canceled,2016/10/23
City Hotel,1,0,57,2016,November,45,3,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,98.0,0,1,Check-Out,2016/11/6
City Hotel,1,0,87,2016,May,22,22,2,5,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0,Check-Out,2016/5/29
City Hotel,1,1,87,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015/9/9
City Hotel,1,0,39,2016,May,19,7,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Check-Out,2016/5/10
City Hotel,1,0,107,2016,April,16,15,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.2,0,1,Check-Out,2016/4/19
City Hotel,1,0,220,2016,June,23,4,2,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,73.33,0,1,Check-Out,2016/6/7
City Hotel,1,0,1,2017,July,27,3,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,0,Check-Out,2017/7/4
City Hotel,1,0,12,2016,November,47,18,0,2,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2016/11/20
City Hotel,1,1,115,2016,April,18,29,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,104.55,0,1,Canceled,2016/1/10
City Hotel,1,0,0,2016,May,21,18,0,1,1,0.0,0,BB,CZE,Corporate,Direct,0,0,0,A,D,1,No Deposit,,38.0,0,Transient-Party,140.0,0,0,Check-Out,2016/5/19
City Hotel,1,1,210,2016,July,29,15,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016/3/16
City Hotel,1,1,91,2017,April,16,21,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017/1/26
City Hotel,1,0,84,2017,May,20,14,2,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.5,0,0,Check-Out,2017/5/20
City Hotel,1,1,142,2017,May,19,11,2,3,2,0.0,0,SC,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0,1,Canceled,2017/1/23
City Hotel,1,0,37,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,1,Check-Out,2016/11/2
City Hotel,1,0,29,2016,March,13,23,0,3,2,0.0,0,SC,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,138.0,,0,Transient,64.8,0,0,Check-Out,2016/3/26
City Hotel,1,1,233,2015,September,38,18,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2015/7/8
City Hotel,1,1,22,2015,December,51,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0,Canceled,2015/12/2
City Hotel,1,0,286,2016,May,20,11,0,4,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,,176,Transient-Party,99.0,0,1,Check-Out,2016/5/15
City Hotel,1,1,81,2017,April,14,4,0,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,83.0,,0,Transient,168.0,0,0,Canceled,2017/3/28
City Hotel,1,0,18,2016,November,46,11,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.84,0,1,Check-Out,2016/11/16
City Hotel,1,1,230,2016,September,37,6,0,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,44.0,,0,Transient-Party,137.0,0,0,Canceled,2016/3/16
City Hotel,1,1,56,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2016/6/2
City Hotel,1,1,7,2016,March,11,11,2,4,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.0,0,0,Canceled,2016/3/7
City Hotel,1,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016/9/15
City Hotel,1,0,6,2016,October,44,27,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,2016/11/1
City Hotel,1,0,286,2016,May,20,11,0,4,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,,176,Transient-Party,99.0,0,1,Check-Out,2016/5/15
City Hotel,1,0,18,2015,July,29,18,1,1,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,108.75,0,0,Check-Out,2015/7/20
City Hotel,1,1,23,2017,January,3,20,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.75,0,2,Canceled,2017/1/1
City Hotel,1,0,130,2017,August,33,19,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,2017/8/23
City Hotel,1,0,93,2017,April,16,22,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2017/4/27
City Hotel,1,1,85,2015,November,45,7,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,60,Transient,111.0,0,0,Canceled,2015/10/13
City Hotel,1,0,31,2016,February,6,4,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,77.0,0,0,Check-Out,2016/2/6
City Hotel,1,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,2016/12/7
City Hotel,1,1,70,2015,September,39,22,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,62.18,0,2,Canceled,2015/7/20
City Hotel,1,0,33,2015,October,40,1,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Group,79.35,0,1,Check-Out,2015/10/3
City Hotel,1,1,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017/5/5
City Hotel,1,0,9,2016,February,7,13,2,1,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.0,0,1,Check-Out,2016/2/16
City Hotel,1,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015/8/12
City Hotel,1,0,26,2017,May,18,1,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,99.0,0,0,Check-Out,2017/5/4
City Hotel,1,0,100,2016,August,34,16,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,152.1,0,1,Check-Out,2016/8/18
